ID;Nobelprijs;Achternaam;Voornamen;Roepnaam;Geslacht;Titulatuur 1;geboortedatum;Geboorteplaats;Geboorteland;Sterfdatum;Sterfplaats;Land van overlijden;Examentype;Instelling;Datum;Proefschrift;Aanstelling I;Vakgebied I;Datum aanstelling I;Ambtsaanvaarding I;Leeropdracht I;Datum oratie I;Oratie/openbare les;Faculteit I;Einde dienstverband I;Reden I;Bijzonderheden I;Aanstelling II;Vakgebied II;Datum aanstelling II;ambtsaanvaarding II;Leeropdracht II (Onderwijs of Vakgebied);Datum oratie/openbare les II;Oratie/Openbare les II;Faculteit II;Einde dienstverband II;Reden II;Bijzonderheden II;Aanstelling III;Vakgebied III;Datum aanstelling III;Ambtsaanvaarding III;Leeropdracht III (Onderwijs of Vakgebied);Datum oratie/openbare les III;Oratie/openbare les III;Faculteit III;Einde dienstverband III;Reden III;Bijzonderheden III;Aanstelling IV;Vakgebied IV;Datum aanstelling IV;Ambtsaanvaarding IV;Leeropdracht IV (Onderwijs of Vakgebied);Datum oratie/openbare les IV;Oratie/openbare les IV;Faculteit IV;Einde dienstverband IV;Reden IV;Bijzonderheden IV;CV 1;CV 2;VIAF;Handle;NTA / PPN
1980;;Pruijs van der Hoeven;Cornelis;;Man;;1792-08-13;Rotterdam;Nederland;1871-12-05;Leiden;Nederland;Promotie;Leiden;1816-11-16;De constitutionis epidemicae doctrina;Buitengewoon Hoogleraar;"Geschiedenis van de Geneeskunde;Pathologie";1824;;Practische Geneeskunde, Pathologie en Medische Geschiedenis;1824-12-04;De simplicis sensu medicinae cultoribus imprimis excolend;Geneeskunde;;;;Gewoon Hoogleraar;;1827;;Practische Geneeskunde;1827-01-27;De perfecta medici specie;;1862-10-10;1862-09-27  Ontslag wegens Emeritaat, ingaand 1862-10-10.;Rector Magnificus 1839-1840;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1824-1862. Hoogleeraar.;zie: Nieuw Nederl. Biogr. Woordenboek IV K. 759.;89327059;"1582095; 1620843; 1621812; 1622129; 1620675; 1619877; 1624042; 1624093; 1619534";069959102
2322;;Spanheim;Frederik (Friedrich);;Man;;1600-01-01;Amberg;Duitsland;1649-05-14;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1641-06-21 beroepen;1642;Godgeleerdheid;;;Godgeleerdheid;1649-05-14;Overleden;Rector Magnificus 1647-1648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1642-1649. Hoogleeraar.;"zie: Molhuysen „Bronnen"" II en III; - Nieuw Nederl. Biogr. Woordenboek X K. 953.";5216425;"1620719; 1621084; 1624428; 1619839; 1621804; 1621395";069430624
2323;;Spanheim jr.;Frederik (Friedrich);;Man;;1632-05-01;Genève;Zwitserland;1701-05-18;Leiden;Nederland;;;;;Gewoon Hoogleraar;Kerkelijke Geschiedenis;1670-02-07;;1671-01-12 Onderwees tevens Kerkelijke Historie en Oudheden;;;Godgeleerdheid;1701-05-18;Overleden;"1672-10-07 Bibliothecaris. 1684-08-28 Professor Primarius Theologiae zonder verplichting lessen te geven. Hoogleraar en Bibliothecaris tot zijn dood in 1701. Rector Magnificus 1673-1674; 1680-1681; 1687-1688; 1692-1693";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(BIBLIOTHECARIS, GODGELEERDHEID) 1670-1701. Hoogleeraar 1670-1701,
Bibliothecaris 1672-1701.";"zie: Molhuysen „Bronnen"" III en IV; - Nieuw Nederl. Biogr. Woordenboek X K. 955; -
P. C. Molhuysen „de Geschiedenis der Universiteitsbibliotheek te Leiden"".";72172431;"1623959; 1623645; 1624376; 1623771; 1625431; 1622582; 1619960; 1623435";069398488
2825;;Wolvekamp;Hendrik Pieter;;Man;;1904-01-18;Rotterdam;Nederland;1980-01-29;Ruchford (Essex);Verenigd Koninkrijk, Engeland;Promotie;Utrecht;1932;Untersuchungen über den Sauerstofftransport durch Blutpigmente bei Helix, Rana und Planorbis;Gewoon Lector;Biologie;1952-01-19;1951-01-01;Experimentele dierkunde;1952-12-12;Wetenschappelijke beelden en beeldspraak in de experimentele dierkunde;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Biologie;1959-02-19;;Experimentele dierkunde;1959-05-20;De biologie op drift;Wiskunde en Natuurwetenschappen;1974-01-07;Eervol ontslag wegens emeritaat;"1973-12-14 Afscheidscollege: ""Cultural patterns and natural science """;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1959 blz. 153. 193;84862924;;073608793
2827;;Woodbury;Dixon Miles;;Man;;1921-08-06;St. George;USA;1991-07-29;Bountiful;USA;Promotie;Berkeley;1948;The effects of external environment, temperature, and glucose on the permeability of cat erythrocytes to radioactive sodium and potassium in vitro;Buitengewoon Hoogleraar;Farmacologie;1968-06-28;;Toegepaste farmacologie (Boerhaaveleerstoel);;;Geneeskunde;;;Buitengwoon Hoogleraar voor het tijdvak van 1968-07-01 t/m 1968-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3766446;;067606814
812;;Ford;Charles Edmund;;Man;;1912-10-24;Wilmslow;Verenigd Koninkrijk, Engeland;1999-01-07;Abingdon;Verenigd Koninkrijk, Engeland;Promotie;Londen;1937;;Buitengewoon Hoogleraar;Biologie;1979-09-10;1979-09-01;Cytogenetica;1980-04-25;Treasure your exceptions;Geneeskunde;1980-09-01;;Buitengewoon Hoogleraar Geneeskunde (Boerhaaveleerstoel) voor het tijdvak van 1979-09-01 tot 1980-09-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;280146540;;06757243X
820;;Franken;Hendricus Jacobus;;Man;;1917-07-04;Oostkapelle;Nederland;2005-01-18;Zutphen;Nederland;Promotie;Leiden;1954;The mystical communion with JHWH in the Book of Psalms;Gewoon Lector;Archeologie;1962-04-02;1962-01-01;Oudheidkunde van Palestina en naaste omgeving;1962-11-20;Heilig-Land en heilige huisjes;Godgeleerdheid;;;;Gewoon Hoogleraar;"Archeologie;Geschiedenis van de Godsdienst";1979-12-20;;Oudheidkunde van Palestina en naaste omgeving;;;;1984-08-01;Eervol ontslag wegens emeritaat;1980-05-20  Ontheven van zijn opdracht werkaam te zijn op genoemd vakgebied in de faculteit der Godgeleerdheid. Benoemd in de faculteit der Letteren.;;;;;;;;;;;;;;;;;;;;;;;;;34495830;;06776360X
1855;;Oort;Jan Hendrik;;Man;;1900-04-28;Franeker;Nederland;1992-11-05;;;Promotie;Groningen;1926;The stars of high velocity;Gewoon Lector;Sterrenkunde;1930-05-06;;Sterrekunde;;;Wiskunde en Natuurwetenschappen;;;;Buitengewoon Hoogleraar;Sterrenkunde;1935-06-01;;Sterrekunde;1935-11-15;De bouw der sterrenstelsels;;;;1945-01-28 Eervol ontslag op eigen verzoek.1945-08-28  Herbenoemd.;Gewoon Hoogleraar;Sterrenkunde;1945-11-08;;Sterrekunde;;;Wiskunde en Natuurwetenschappen;1970-05-21;Ontslag wegens Emeritaat;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1936 blz. 74.;10670925;"1582088; 1655141; 1655011; 1654991; 1655031; 1654990; 1654958; 1655203; 1581788; 1581985; 1582011; 1582022; 1582022; 1655172";068413564
1121;;Hoffmann;Johan Joseph;;Man;;1805-02-16;Würzburg;Duitsland;1878-01-23;Leiden;Nederland;;;;;Honorair Hoogleraar;Japans, Chinees en Koreaans;1855-03-21;;Chinese en Japanse taal;;;Letteren;1878-01-23;Overleden;Benoemd als titulair hoogleraar bij KB in 1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(HONORAIR HOOGLEERAAR).;;51690957;1655197;070459320
1623;;Luyendijk;Willem;;Man;;1917-03-11;Den Haag;Nederland;1995-08-30;Oegstgeest;Nederland;Promotie;Leiden;1962;Canalografie : röntgenologisch onderzoek van de peridurale ruimte in het lumbosacrale deel van het wervelkanaal;Gewoon Lector;Neurochirurgie;1958-03-04;1958-03-20;Neurochirurgie;1959-06-09;De trepanatie in de loop der tijden;Geneeskunde;;;;Gewoon Hoogleraar;Neurochirurgie;1965-08-21;;Neurochirurgie;1966-04-01;Drievoudig Verbond;;1984-08-01;Eervol ontslag;"1985-06-21 Afscheidscollege: ""Neurochirurgischpalet""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1966/67 blz. 230.;56441115;1581767;073596604
1269;;Jongh;Samuel Elzevier de;;Man;;1898-06-18;Scheveningen;Nederland;1976-05-29;Leiden;Nederland;Promotie;Amsterdam;1929;bijdrage tot de farmacologie van kaliumpermanganaat.;Buitengewoon Hoogleraar;Farmacologie;1935-04-23;1935-05-23;Pharmacodynamie;1953-06-07;Over de beteekenis en het wezen der pharmacologie;Geneeskunde;;;;Gewoon Hoogleraar;Farmacologie;1939-04-26;;Pharmacodynamie;;;;1962-11-26;Eervol ontslag wegens Emeritaat;"1943-01-28 Eervol ontslag op eigen verzoek. 1945-08-28 Herbenoemd. 1957-1958 Rector Magnificus. 1958-02-07 Diesrede""De ontwikkeling der farmacotherapie"". 1963-06-18 Afscheidscollege: ""Hoe verder?""";;;;;;;;;;;;;;;;;;;;;;;;zie: J.B. der R.U. te Leiden 1935 blz. 74, JB 1975-1980 In Mem. blz. 113 en KNAW;281683098;1277783;06808742X
889;;Gevers;Rudolf Hans;;Man;;1916-01-21;Rotterdam;Nederland;2000-04-12;;;Promotie;Leiden;1958;Enige aspecten van de water- en zouthuishouding in verband met de therapie van de zwangerschapstoxemie;Gewoon Lector;Gynaecologie en verloskunde;1969-07-08;;Verloskunde en gynaecologie;1970-01-27;Perinatale geneeskunde. Een uitdaging voor de verloskunde;Geneeskunde;1973-06-12;Ontslag op verzoek;Vertrokken naar de Vroedvrouwschool in Rotterdam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 blz. 55.;306156532;;068078897
890;;Gijn;Anton van;;Man;;1866-09-17;Dordrecht;Nederland;1933-05-11;Den Haag;Nederland;Promotie;Leiden;1892;Herziening van de belastbare opbrengst van ongebouwde eigendommen;Bijzonder Hoogleraar;Belastingrecht;1917-04-17;;De Leer der Finantiën;1918-06-19;;Rechtsgeleerdheid;1920;;Bijzonder Hoogleraar Rechtsgeleerdheid vanwege het Leids Universiteits Fonds.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1917-1920. Bijzonder Hoogleeraar.;zie: C. A. Verrijn Stuart in Levensberichten van de Mij. der Nederl. Letterkunde te Leiden 1933-;74227327;1659806;072149841
636;;Dijkhuis;Johannes Josephus;;Man;;1921-03-30;Odoorn;Nederland;2011;;;Promotie;Utrecht;1964;De procestheorie van C. R. Rogers: een kritische en methodologische analyse van zijn opvattingen over het proces van de psychotherapie en de interventies van de therapeut;Gewoon Hoogleraar;Psychologie;1971-09-28;1971-09-01;Klinische psychologie en psychotherapie;;;Sociale Wetenschappen;1984-08-01;Eervol ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215632696;;068179847
2242;;Sicking;Christiaan Marie Jan;Chris;Man;;1933-05-17;Den Haag;Nederland;2000-01-13;Den Haag;Nederland;Promotie;Leiden;1962;Aristophanes' Ranae : een hoofdstuk uit de geschiedenis der Griekse poetica;Gewoon Hoogleraar;Klassieke Talen;1964-04-27;1964-09-01;Griekse taal- en letterkunde;1964-11-27;Aeschylus' Prometheus trilogie;Letteren;;;1977-10-31(UR) Lid van College van Bestuur van het tijdvak van 1978-02-01 tot 1980-02-01. 1979-12-10(UR) Herkozen tot 1982-09-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1965/66 blz. 229.;22158379;1887162;071846638
1645;;Møller;Christian;;Man;;1904-12-22;Notmark;Denemarken;1980-01-14;Ordrup;Denemarken;Promotie;Kopenhagen;1932;Zur Theorie des Durchgangs schneller Elektronen durch Materie;Buitengewoon Hoogleraar;Natuurkunde;1966-06-29;;Theoretische Natuurkunde (Lorentz leerstoel);;;Wiskunde en Natuurwetenschappen;1967-03-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(Lorentzleerstoel) voor het tijdvak van 1 okt. 1966 t/m 31 maart 1967. 
            Theoretische Natuurkunde. MÖLLER. Wilhelmus Johannes Hubertus Maria";;35322670;;093754515
1505;;Kyperus;Albertus;;Man;;ca. 1600;Koningsbergen;Duitsland;1655-09-15;Leiden;Nederland;;;;;Gewoon Lector;Natuurkunde;1643-09-20;;Gaf lessen in Physica tot 1646;;;Wiskunde en Natuurwetenschappen;;;Rector Magnificus 1655;Gewoon Hoogleraar;"Heelkunde;Pathologie";1650-06-08;;Algemeene Pathologie, Therapie, Speciale Pathologie en Heelkunde;1650-11-11;;Geneeskunde;1655-09-15;Overleden;;;;;;;;;;;;;;;;;;;;;;;;"(PHYSICA, GENEESKUNDE) 1643-1646 en 1650-1655. Lector 1643-1646,
Hoogleeraar 1650-1655.";"zie: Molhuysen „Bronnen"" III; - Nieuw Nederl. Biogr. Woordenboek VII K. 732.";14443672;"1622269; 1622006; 1623772";297770489
508;;Crommelin;Claude August;;Man;;1878-12-22;Nieuwer Amstel;Nederland;1965-07-01;Leiden;Nederland;Promotie;Leiden;1910;Metingen betreffende de toestandsvergelijking van argon;Gewoon Lector;Natuurkunde;1925;;Natuurkunde;1925-05-12;Instrumentmakerskunst en proefondervindelijke Natuurkunde;Wiskunde en Natuurwetenschappen;1944-01-01;Ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1925 blz. 117 en In Mem. 1965/66 blz. 244.  zie: BWN deel I blz. 125.;40842934;;073834416
2573;;Verjaal;Anthonie;;Man;;1910-02-05;Gouda;Nederland;1973-09-30;Heemstede;Nederland;Promotie;Utrecht;1938;Amnesie na trauma capitis : een klinisch-psychologische bijdrage tot de kennis der omschreven geheugenstoornissen;Gewoon Hoogleraar;Neurologie;1970-02-16;;Geneeskundige neurologie;1970-06-05;Weten wat men niet weet;Geneeskunde;;;;;;;;;;;Geneeskunde;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JBLUF 1970 blz. 64.;286394266;;067521126
1282;;Joustra;Hendrik Wibo;;Man;;1922-06-08;Leiden;Nederland;1987-05-06;;;Promotie;Leiden;1959;De optische refractie van oplossingen van alkalihalogeniden in water;Gewoon Lector;Scheikunde;1967-06-16;1967-08-01;Chemische thermodynamica;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Scheikunde;1979-12-20;;Chemische thermodynamica;;;;1983-09-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;306201994;;136570534
123;;Beeckerts van Thienen;Adriaan;;Man;;1623;Leiden;Nederland;1669-09-05;Leiden;Nederland;;;;;Buitengewoon Hoogleraar;;1654-06-08;;;1654-07-09;;Rechtsgeleerdheid;;;"Rector Magnificus 1657-1658; 1663-1664";Gewoon Hoogleraar;Romeins Recht;1655-05-08;;Pandecten;;;;;;;Gewoon Hoogleraar;"Internationaal Recht;Staatsrecht";1655-05-08;;Staats- en Volkenrecht;;;Rechtsgeleerdheid;1669;Overleden;"Doceerde Pandecten in 1659; 8 februari 1667 Als titel tevens hoogleraar Staats- en Volkenrecht tot zijn dood";;;;;;;;;;;;(RECHTSGELEERDHEID) 1654-1669, Hoogleeraar.;"zie: Molhuysen „Bronnen"" III: - Nieuw Nederl. Biogt. Woordenboek III K. 76.";61218918;"1625409; 1581981; 1625372; 1621904; 1621117";069410011
124;;Beeck Calkoen;Jan Frederik van;;Man;;1772-05-05;Groningen;Nederland;1811-03-25;Utrecht;Nederland;;;;;Buitengewoon Hoogleraar;;1799-05-31;;Natuurlijke wijsbegeerte;1799-10-05;;Wijsbegeerte;;;Buitengewoon Hoogleraar Natuurlijke Wijsbegeerte en Wiskunde, speciaal Sterrekunde en Hydraulica;Gewoon Hoogleraar;Sterrenkunde;1799-05-31;;Speciaal sterrekunde en hydraulica;1804-04-10;;;1805-06-20;vertrokken naar Utrecht;;;;;;;;;;;;;;;;;;;;;;;;(NATUURLIJKE WIJSBEGEERTE EN WISKUNDE) 1799-lg05, Hoogleeraar.;"zie: Molhuysen „Bronnen"" VII: - Nieuw Nederl. Biogr. Woordenboek IX K. 123.";52050341;"1623089; 1621025; 1620463";069932700
2300;;Snellius (Snel van Royen);Willebrordus;;Man;;1580;Leiden;Nederland;1626-10-29;Leiden;Nederland;;;;;Gewoon Lector;Sterrenkunde;1609-11-05;;Kreeg toestemming lessen te geven in Astronomie, na reeds in 1600 eenige lessen daarover te hebben gegeven;;;Wiskunde en Natuurwetenschappen;;;;Buitengewoon Hoogleraar;"Sterrenkunde;Wiskunde";1613-02-09;;;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Sterrenkunde;1615-02-08;;Astronomie;;;Wiskunde en Natuurwetenschappen;1626-10-29;Overleden;;;;;;;;;;;;;(WISKUNDE, ASTRONOMIE) 1609-1626. Lector 1609-1613, Hoogleeraar;"zie: Molhuysen „Bronnen"" II; - Nieuw Nederl. Biogr. Woordenboek VII K. 1152. .";27367208;;069695113
2302;;Snellius (Snel van Royen);Rudolph;;Man;;1546-10-08;Oudewater;Nederland;1613-03-01;Leiden;Nederland;;;;;Gewoon Lector;Wiskunde;1579;;;;;Wiskunde en Natuurwetenschappen;;;;Buitengewoon Hoogleraar;Oosterse Talen;1581-08-02;;1584 Gaf na het vertrek van Drusius tevens onderwijs in Hebreeuwsch tot de komst van Raphelingius in 1586;;;Letteren;;;;Gewoon Hoogleraar;Wiskunde;1601-02-01;;Wiskunde;;;Wiskunde en Natuurwetenschappen;tot korte tijd voor 1613-03-01;Overleden;Rector Magnificus 1607-1608: 1610-1612;;;;;;;;;;;;(WISKUNDE, HEBREEUWSCH) 1579-1613. Lector 1579-1581, Hoogleeraar;"zie: Molhuysen „Bronnen"" I en II; - Nieuw Nederl. Biogr. Woordenboek VII K. 1152.";66820529;"1624934; 1620081; 1623612; 1624223; 1622818; 1625411; 1624932; 1623605; 1622659; 1625055";070007632
1967;;Pott;Pieter Hendrik;;Man;;1918-10-03;Groningen;Nederland;1989-07-29;Driebergen;Nederland;Promotie;Leiden;1946;Yoga en yantra in hunne beteekenis voor de Indische archaeologie;Buitengewoon Hoogleraar;Kunstgeschiedenis;1973-12-13;1974-01-01;Museologie;1974-03-29;Het museum als sociaal-culturele instelling;Letteren;;;Buitengewoon Hoogleraar Letteren tot 1978-09-01. 1978-08-17  Herbenoemd voor het tijdvak van 1978-09-01 tot 1983-09-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1970-1975 blz. 75.;229129798;;068343116
1969;;Poulis;Nicolaas Johannes;;Man;;1923-08-05;Rotterdam;Nederland;2001-03-06;Katwijk?;Nederland;Promotie;Leiden;1952;Nuclear magnetic resonance in paramagnetic and anti-ferromagnetic single crystals;Buitengewoon Hoogleraar;Natuurkunde;1964-01-27;1964-03-01;Experimentele natuurkunde;1965-06-04;Natuurkunde en electronica;Wiskunde en Natuurwetenschappen;1987-04-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1965/66 blz. 224.;306208482;;15026612X
1292;;Kaiser;Friedrich;Frederik;Man;;1808-06-10;Amsterdam;Nederland;1872-07-28;Leiden;Nederland;;;;;Gewoon Lector;Sterrenkunde;1837-08-10;;Praktische Sterrekunde.;;;Wiskunde en Natuurwetenschappen;;;Rector Magnificus 1857-1858;Buitengewoon Hoogleraar;Sterrenkunde;1840-08-26;;Sterrekunde;1840-10-17;;;;;;Gewoon Hoogleraar;Sterrenkunde;1845-01-07;;Sterrekunde;;;Wiskunde en Natuurwetenschappen;1872-07-28;Overleden;;;;;;;;;;;;;"(Wis- EN NATUURKUNDE) 1837-1872. Lector 1837-1840, Hoogleeraar 1840
-1872.";zie: Nieuw Nederl. Biogr. Woordenboek I K. 1239.;10587459;"1581950; 1621309; 1624127; 1625687; 1622093; 1620330";068953437
1294;;Kakebeeke-van der Put;Maria Albina;;Vrouw;;1907-07-30;Dongen;Nederland;2002-06-09;Warmond;Nederland;Promotie;Leiden;1961;Wetsontduiking;Gewoon Lector;Burgerlijk Recht;1964-03-24;1964-04-13;Burgerlijk Recht;;;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;Burgerlijk Recht;1970-03-26;;Inleiding tot het burgerlijk recht;1970-10-30;Leugen en waarheid in het privaatrecht;Rechtsgeleerdheid;1977-09-01;Eervol ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1971 blz. 54.;50504902;1660494;068179316
1295;;Kalff;Gerrit;;Man;;1856-06-30;Zwolle;Nederland;1923-08-31;[op zee op thuisreis uit Zweden];;Promotie;Leiden;1883;Het lied in de Middeleeuwen;Gewoon Hoogleraar;Nederlandse Taal- en Letterkunde;1901-10-16;;Nederlandsche Letterkunde (Geschiedenis en Aesthetische Kritiek);1902-01-15;;Letteren;1923-08-31;Overleden;Rector Magnificus 1917-1918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTERREN EN WIJSBEGEERTE) 1901-1923. Hoogleeraar.;"zie: G. W. Kernkamp in „Vragen des Tijds"" 1924 I; - J. W. Muller in „Neerlandia"" 27 1923; -
Ph. A. Lansberg in „Stemmen des Tijds"" 1923 III; - C. C. Uhlenbeck in Almanak van het
Leidsch Studenten Corps 1924; - Jaarboek der R.U. te Leiden 1924 blz. 96.";18063109;1581791;068390386
224;;Boeke;Jan;;Man;;1874-10-23;Hengelo;Nederland;1956-09-12;Bandoeng;Indonesië;Promotie;Amsterdam;1901;Bijdrage tot de pharmacologie van het hart;Gewoon Lector;Anatomie;1905-05-03;;Histologie en gerechtelijke geneeskunde;1906-01-26;Histologische techniek en Proto-Plasma-Structuur;Geneeskunde;;;;Gewoon Hoogleraar;Anatomie;1909-10-02;;Ontleedkunde;1909-12-15;De menschelijke anatomie in hare verhouding tot vergelijkende anatomie en ontwikkelingsgeschiedenis;;1918-08-10;Ontslag op verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;263048925;;068412290
881;;Gerritsma;Kornelis Wijbrens;;Man;;1920-08-15;Utrecht;Nederland;1980-05-20;Leiden;Nederland;Promotie;Utrecht;1954;Quantitatieve bepaling van de lagere vetzuren in faeces door verdelingschromatographie;Buitengewoon Hoogleraar;Farmacie;1970-10-17;;Farmaceutische chemie;;;Wiskunde en Natuurwetenschappen;1973-08-31;;Buitengewoon Hoogleraar Wiskunde en Natuurwetenschappen voor het tijdvak van 1970-09-01 t/m 1972-08-31. 1973-01-28  Herbenoemd voor het tijdvak van 1972-09-01 t/m 1973-08-31.;Gewoon Hoogleraar;Farmacie;1973-09-24;;Farmaceutische chemie;;;;1980-05-20;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;283690534;;120417170
1899;;Pannekoek;Antonie Johannes;;Man;;1905-11-30;Leiden;Nederland;2000;;;Promotie;Utrecht;1935;Évolution du bassin de la Tet dans les Pyrénées orientales pendant la néogène : étude de morphotectonique;Gewoon Hoogleraar;Geologie;1955-08-23;;Algemene Geologie;1956-02-03;Geologie als wetenschap en kunst;Wiskunde en Natuurwetenschappen;1972-09-01;Ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1956 blz. 118.;71123849;;068710046
1778;;Muller;Pieter Lodewijk;;Man;;1842-11-09;Koog aan de Zaan;Nederland;1904-12-25;Gardone;Italië;Promotie;Leiden;1867;Geschiedenis der regeering in de nader geunieerde provincien tot aan de komst van Leicester (1579-1585);Gewoon Hoogleraar;Geschiedenis;1883-10-05;;Algemeene Geschiedenis en Politische Aardrijkskunde;1883-12-19;;Letteren;1904-12-25;Overleden;1904-09-05  Verlof voor 1 jaar wegens gezondheidsredenen (onderwijs waargenomen door F.P.H. van Aalst).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1883-1904. Hoogleeraar.;zie: H. T. Colenbrander in Levensberichten van de Mij. der Nederl. Letterkunde te Leiden;27432426;;069942862
1780;;Muller;Frederik Jzn.;;Man;;1883-02-26;Haarlem;Nederland;1944-12-28;Leiden;Nederland;Promotie;Utrecht;1910;De veterum, imprimis romanorum studiis etymologicis : pars prior;Gewoon Hoogleraar;Klassieke Talen;1921-06-02;;Latijnse Taal- en Letterkunde en Romeinse Oudheden;1921-10-05;De Confessiones van Augustinus;Letteren;;;1939-1940 Rectoraat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1922 blz. 94.;7382337;;068560834
685;;Drion;Jan;;Man;;1915-12-30;Den Haag;Nederland;1964-03-01;Leiden;Nederland;Promotie;Leiden;1950;Administratie contra rechter: tot de intrekking van het Conflictenbesluit;Gewoon Hoogleraar;Burgerlijk Recht;1950-07-29;;Burgerlijk recht en internationaal privaatrecht;1950-11-03;Stare decisis. Het gezag van precedenten;Rechtsgeleerdheid;1964-03-01;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1951 blz. 96 en In Mem. 1964/65 blz. 222.;63783587;1660571;069346569
686;;Drion;Huibert;Huib;Man;;1917-04-25;Den Haag;Nederland;2014-04-20;Leiden;Nederland;Promotie;Leiden;1954;Limitation of liabilities in international air law;Gewoon Hoogleraar;Burgerlijk Recht;1958-09-04;;Burgerlijk Recht;1958-11-28;Aansprakelijkheid voor andermans fouten in verband met de inhoud der verplichtingen;Rechtsgeleerdheid;1969-10-17;Eervol ontslag op verzoek;Vertrokken naar Hoge Raad der Nederlanden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1959 blz. 147.;6256410;"1654916; 1655180";068179227
862;;Geer;Johan Petrus van de;;Man;;1926-06-21;Rotterdam;Nederland;2008-02-09;;;Promotie;Leiden;1957;A psychological study of problem solving;Gewoon Lector;Psychologie;1960-06-08;1960-07-01;Experimentele psychologie en de psychologische statistiek;1961-05-02;Experimentele psychologie;Sociale Wetenschappen;;;;Gewoon Hoogleraar;Psychologie;1963-09-30;;Experimentele psychologie en de statistische methode in de psychologie. 1970-07-16: Vakgebied gewijzigd in: De Methodenleer, in het bijzonder de datatheorie met betrekking tot het sociaal-wetenschappelijk onderzoek,alsmede de mathematische psychologie;1964-05-26;Kans en Onzekerhei;Sociale Wetenschappen;1988-01-01;Eervol ontslag op eigen verzoek;1968-04-26  Gerekend van 1963-09-30 in de Faculteit der Sociale Wetenschappen;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1964/1965 blz. 210.;66550895;;069275890
863;;Geertman;Herman Anton Alphons Paul;Herman;Man;;1935-01-28;Boxtel;Nederland;2015-06-30;;;Promotie;Utrecht;1975;More veterum : il Liber Pontificalis e gli edifici ecclesiastici di Roma nella tarda antichità e nell'alto medioevo;Gewoon Hoogleraar;Klassieke Archeologie;1978-06-13;1979-01-01;Klassieke archeologie;1979-11-30;Op het spoor van een ontwerp;Archeologie;1998-01-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5059834;;068404611
